id,type,title,question,category_path,source_url,decision_kind,decision_year,decision_no,content_hash
diyk_faq_0193c42d-6bd9-7cca-09f0-619d3fd2254f_cdb69e685d,faq,İmsak nedir? Ne zaman başlar? Sabah ezanı okunmaya başladığında yeme içmeye kısa bir süre devam edilebilir mi?,İmsak nedir? Ne zaman başlar? Sabah ezanı okunmaya başladığında yeme içmeye kısa bir süre devam edilebilir mi?,"ORUÇ > Orucun Mahiyeti, Farzları, Sünnetleri ve Adabı > İmsak nedir? Ne zaman başlar? Sabah ezanı okunmaya başladığında yeme içmeye kısa bir süre devam edilebilir mi?",https://kurul.diyanet.gov.tr/soru/imsak-nedir-ne-zaman-baslar-sabah-ezani-okunmaya-basladiginda-yeme-icmeye-kisa-bir-sure-devam-edilebilir-mi/0193c42d-6bd9-7cca-09f0-619d3fd2254f,,,,sha256:cc63d84429e3f5f2e1e9697fc25fbb50d9a26dd436d114d2dc252f1eb3d2403f
diyk_faq_0193c42d-6d53-7150-8b16-df66879c71dd_c26ef282e0,faq,Unutarak yemek içmek orucu bozar mı?,Unutarak yemek içmek orucu bozar mı?,ORUÇ > Orucu Bozmayan Haller > Unutarak yemek içmek orucu bozar mı?,https://kurul.diyanet.gov.tr/soru/unutarak-yemek-icmek-orucu-bozar-mi/0193c42d-6d53-7150-8b16-df66879c71dd,,,,sha256:0264d4491ea336de5e3055f4b49f4fb8fb6c66fb75417e98b41676d1444ab2dc
diyk_faq_0193c42d-7009-7ff1-8fd8-e424fe855030_624c5941e4,faq,Aşı olmak veya iğne yaptırmak orucu bozar mı?,Aşı olmak veya iğne yaptırmak orucu bozar mı?,ORUÇ > Orucu Bozan ve Kazayı Gerektiren Haller > Aşı olmak veya iğne yaptırmak orucu bozar mı?,https://kurul.diyanet.gov.tr/soru/asi-olmak-veya-igne-yaptirmak-orucu-bozar-mi/0193c42d-7009-7ff1-8fd8-e424fe855030,,,,sha256:c0d7d6ec63c8b2fabd6014f0d8550948210eb3c1a873ce81d6df3181647aed83
diyk_faq_0193c42d-706d-7cd9-3f2a-dca2318f74bf_37cc9ea203,faq,Astım hastalarının kullandığı ilaçlı sprey orucu bozar mı?,Astım hastalarının kullandığı ilaçlı sprey orucu bozar mı?,ORUÇ > Orucu Bozmayan Haller > Astım hastalarının kullandığı ilaçlı sprey orucu bozar mı?,https://kurul.diyanet.gov.tr/soru/astim-hastalarinin-kullandigi-ilacli-sprey-orucu-bozar-mi/0193c42d-706d-7cd9-3f2a-dca2318f74bf,,,,sha256:1e53bed4ae10719b163903a0a98bdc0e7add75edc9df3097371a66f4eb1dc4ce
diyk_faq_0193c42d-7086-7d13-9193-e7f15245868f_385155deaa,faq,Diş tedavisi yaptırmak orucu bozar mı?,Diş tedavisi yaptırmak orucu bozar mı?,ORUÇ > Orucu Bozan ve Kazayı Gerektiren Haller > Diş tedavisi yaptırmak orucu bozar mı?,https://kurul.diyanet.gov.tr/soru/dis-tedavisi-yaptirmak-orucu-bozar-mi/0193c42d-7086-7d13-9193-e7f15245868f,,,,sha256:97e934c070c5fa2022d71f7bf6c7785c9ed4c0fad7e3dfd633821dcaf9cf47ef
diyk_faq_0193c42d-70cc-7e97-6c1e-2a04c3f3526f_80dac97437,faq,Yıkanmak orucu bozar mı?,Yıkanmak orucu bozar mı?,ORUÇ > Orucu Bozmayan Haller > Yıkanmak orucu bozar mı?,https://kurul.diyanet.gov.tr/soru/yikanmak-orucu-bozar-mi/0193c42d-70cc-7e97-6c1e-2a04c3f3526f,,,,sha256:4f7e37198cc60651b84fcb0f6a5151d4a9272b9b02e2a5913cdcafe19ae53105
diyk_faq_0193c42d-70e6-7881-8eca-5ba74f4a16a0_6563974168,faq,Diş fırçalamak orucu bozar mı?,Diş fırçalamak orucu bozar mı?,ORUÇ > Orucu Bozan ve Kazayı Gerektiren Haller > Diş fırçalamak orucu bozar mı?,https://kurul.diyanet.gov.tr/soru/dis-fircalamak-orucu-bozar-mi/0193c42d-70e6-7881-8eca-5ba74f4a16a0,,,,sha256:f88098744e06ce375d399309699aadecad7d8418c84268ac895dd14230fc4ec1
diyk_faq_0193c42d-71cf-7b30-f04c-68fbd734c6fc_400d09eb90,faq,Orucu kasten bozmanın hükmü nedir?,Orucu kasten bozmanın hükmü nedir?,ORUÇ > Orucu Bozan ve Keffareti Gerektiren Haller > Orucu kasten bozmanın hükmü nedir?,https://kurul.diyanet.gov.tr/soru/orucu-kasten-bozmanin-hukmu-nedir/0193c42d-71cf-7b30-f04c-68fbd734c6fc,,,,sha256:aadf3cd285672bc3bd6d61ed62baa4538388346e39ff59365d1ec57d1d18fe0c
diyk_faq_0193c42d-725f-7e81-661c-da1308077c34_4ce6c5a823,faq,"Fidye nedir, hangi durumlarda gerekir?","Fidye nedir, hangi durumlarda gerekir?","ORUÇ > Oruç Fidyesi > Fidye nedir, hangi durumlarda gerekir?",https://kurul.diyanet.gov.tr/soru/fidye-nedir-hangi-durumlarda-gerekir/0193c42d-725f-7e81-661c-da1308077c34,,,,sha256:d24d1c00b9b92a06e52f11a1e1e9e5eb84d89edbdb697855fbe8c7edd267a8f2
diyk_faq_0193c42d-7290-72f6-84a6-0b06d5325993_e7e7fc33d5,faq,Oruç fidyesi kimlere verilebilir?,Oruç fidyesi kimlere verilebilir?,ORUÇ > Oruç Fidyesi > Oruç fidyesi kimlere verilebilir?,https://kurul.diyanet.gov.tr/soru/oruc-fidyesi-kimlere-verilebilir/0193c42d-7290-72f6-84a6-0b06d5325993,,,,sha256:c00dedb45af877e926f8a5d06a2c4a61713f0bd7762bbfedaad243a9cd6fb2cb
diyk_faq_0193c42d-7387-7793-9036-550759451186_93eafc6843,faq,Çalışanların iş verimini düşürmesi endişesiyle oruç tutmamaları caiz midir?,Çalışanların iş verimini düşürmesi endişesiyle oruç tutmamaları caiz midir?,ORUÇ > Ramazan Ayı > Çalışanların iş verimini düşürmesi endişesiyle oruç tutmamaları caiz midir?,https://kurul.diyanet.gov.tr/soru/calisanlarin-is-verimini-dusurmesi-endisesiyle-oruc-tutmamalari-caiz-midir/0193c42d-7387-7793-9036-550759451186,,,,sha256:0853688f4dcdd869ca885a6550f89023dcadf186fc749ea6b2a53516654869e4
diyk_faq_0193c42d-742a-7136-e7aa-2f3dcf00f250_0464c1bace,faq,"İtikâf nedir, nasıl yapılır?","İtikâf nedir, nasıl yapılır?","ORUÇ > İtikaf > İtikâf nedir, nasıl yapılır?",https://kurul.diyanet.gov.tr/soru/itikaf-nedir-nasil-yapilir/0193c42d-742a-7136-e7aa-2f3dcf00f250,,,,sha256:06b78eddf6aeac15035c8ab02d29ee5cff05195c1c87c5030f4f99f9cb44ce70
diyk_faq_0193c42d-7447-7040-5b40-24cf245a48a2_e53d9e9aba,faq,Kadir Gecesinin tayini hakkındaki rivayetler nasıl anlaşılmalıdır?,Kadir Gecesinin tayini hakkındaki rivayetler nasıl anlaşılmalıdır?,ORUÇ > Ramazan Ayı > Kadir Gecesinin tayini hakkındaki rivayetler nasıl anlaşılmalıdır?,https://kurul.diyanet.gov.tr/soru/kadir-gecesinin-tayini-hakkindaki-rivayetler-nasil-anlasilmalidir/0193c42d-7447-7040-5b40-24cf245a48a2,,,,sha256:9f2675d94248335bc09fad08e615a39d81a2dc7d55fb030fa0bc7fa9fd734eab
diyk_faq_01978294-f321-7ef9-aa40-08d93ea3643d_84927d9d24,faq,Oruç tutmamayı mubah kılan mazeretler nelerdir?,Oruç tutmamayı mubah kılan mazeretler nelerdir?,"ORUÇ > Orucun Mahiyeti, Farzları, Sünnetleri ve Adabı > Oruç tutmamayı mubah kılan mazeretler nelerdir?",https://kurul.diyanet.gov.tr/soru/oruc-tutmamayi-mubah-kilan-mazeretler-nelerdir/01978294-f321-7ef9-aa40-08d93ea3643d,,,,sha256:d6aa766b93ece0416dab00db9e5e1e6a0eb6a57411be460eece08ce83b157b61
diyk_faq_1d0f9dcc-c227-49a0-08ab-08dd1c135351_02d941df54,faq,Endoskopi ve kolonoskopi yaptırmak orucu bozar mı?,Endoskopi ve kolonoskopi yaptırmak orucu bozar mı?,ORUÇ > Orucu Bozan ve Kazayı Gerektiren Haller > Endoskopi ve kolonoskopi yaptırmak orucu bozar mı?,https://kurul.diyanet.gov.tr/soru/endoskopi-ve-kolonoskopi-yaptirmak-orucu-bozar-mi/1d0f9dcc-c227-49a0-08ab-08dd1c135351,,,,sha256:3144e3faa527eced305d5d7f2106d08843b9018eef5710a556c46eb62ce87579
diyk_faq_7f61bffa-0bb5-49f3-08a5-08dd1c135351_10edf90908,faq,Sigara veya keyif verici madde kullanmak orucu bozar mı?,Sigara veya keyif verici madde kullanmak orucu bozar mı?,ORUÇ > Orucu Bozan ve Kazayı Gerektiren Haller > Sigara veya keyif verici madde kullanmak orucu bozar mı?,https://kurul.diyanet.gov.tr/soru/sigara-veya-keyif-verici-madde-kullanmak-orucu-bozar-mi/7f61bffa-0bb5-49f3-08a5-08dd1c135351,,,,sha256:ded3aa019d242b04e90e89158b45525d44d41ccad455680d5c03026c6afae53e
diyk_faq_bb750481-20b2-4846-08ac-08dd1c135351_9503b3f7a3,faq,Makat ultrasonu ve transvajinal işlemler orucu bozar mı?,Makat ultrasonu ve transvajinal işlemler orucu bozar mı?,ORUÇ > Orucu Bozan ve Kazayı Gerektiren Haller > Makat ultrasonu ve transvajinal işlemler orucu bozar mı?,https://kurul.diyanet.gov.tr/soru/makat-ultrasonu-ve-transvajinal-islemler-orucu-bozar-mi/bb750481-20b2-4846-08ac-08dd1c135351,,,,sha256:149148fb4bbec2af3b14cf59fda7a5b1728f8bf7996f8299678fc9afe269abff
diyk_karar_10846,karar,Göz Damlasının Orucu Bozup Bozmayacağı,,Karar > Göz Damlasının Orucu Bozup Bozmayacağı,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/10846/goz-damlasinin-orucu-bozup-bozmayacagi,karar,1994,114,sha256:7995c36a54d765d2695aca14c8fa90422da29cd8b726fcc4c2a359a81e47ee52
diyk_karar_10938,karar,Öşür,,Karar > Öşür,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/10938/osur,karar,1994,96,sha256:0b71a13fd295399424e26ebcf46ab543fb1c7203c5ca193f147fa8341b540c6b
diyk_karar_11261,karar,‎ Salâ Verilmesi,,Karar > ‎ Salâ Verilmesi,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/11261/-sala-verilmesi,karar,2001,21,sha256:b8674bf75265d96702830cacf5f8fd99309acd4e266844720796bbc063d638c6
diyk_karar_11329,karar,Günümüz Şartlarına Göre Öşür Oranları ‎ve Yapılan Masrafların Ziraî Mahsulden Düşürülmesi‎,,Karar > Günümüz Şartlarına Göre Öşür Oranları ‎ve Yapılan Masrafların Ziraî Mahsulden Düşürülmesi‎,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/11329/gunumuz-sartlarina-gore-osur-oranlari-ve-yapilan-masraflarin-zirai-mahsulden-dusurulmesi,karar,2001,95,sha256:3e45b38dee6422aef5d08e0115d9ab8294d9955d1057764fdd7355606aa7dfa7
diyk_karar_2471,karar,Tesettür İle ilgili karar,,Karar > Tesettür İle ilgili karar,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/2471/tesettur-ile-ilgili-karar,karar,1993,6,sha256:cd36a8e27680ce00ba5c5a4e52a333281c183f5b4fb01d298a0e26bb645a2f57
diyk_karar_2610,karar,Türkçe İbadet meselesi,,Karar > Türkçe İbadet meselesi,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/2610/turkce-ibadet-meselesi,karar,1997,103,sha256:39947b5859efc950c4deef7103e945b4ae36a7eb501deb0d89376f1680a5db17
diyk_karar_2633,karar,Cuma Namazı Kadınlara Farz Mıdır?,,Karar > Cuma Namazı Kadınlara Farz Mıdır?,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/2633/cuma-namazi-kadinlara-farz-midir,karar,1997,26,sha256:5f81ebc41b957242a1451922de839f58b98fed5d93ad09b1e9135f9b4a8210f6
diyk_karar_2747,karar,Medyada Tartışması Yapılan Bazı Konular,,Karar > Medyada Tartışması Yapılan Bazı Konular,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/2747/medyada-tartismasi-yapilan-bazi-konular,karar,1998,4,sha256:cd3cb2e4a68c4a8672f9ab46710c1bc17a826c1507fc899c6c6f91ce0dfe1fdb
diyk_karar_2926,karar,Kadınların Başı Açık Namaz Kılmaları,,Karar > Kadınların Başı Açık Namaz Kılmaları,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/2926/kadinlarin-basi-acik-namaz-kilmalari,karar,2002,204,sha256:7c491386ba36f553ec86681d05b27ad817256dc6680b5ff1f74aa5b3a1de08fe
diyk_karar_2945,karar,Estetik Ameliyatın Dini Hükmü,,Karar > Estetik Ameliyatın Dini Hükmü,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/2945/estetik-ameliyatin-dini-hukmu,karar,2002,221,sha256:1b9d3d2164d397221a6861a30db161b494fe381b2997577c253b6b310c39f62d
diyk_karar_2990,karar,Cuma Namazı ve Zuhr-i Ahir,,Karar > Cuma Namazı ve Zuhr-i Ahir,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/2990/cuma-namazi-ve-zuhr-i-ahir,karar,2002,50,sha256:25025bd41a4d7e24fea0ac662fc1dce1654f6f9ca1c64e843f3abff07ba2fefc
diyk_karar_3560,karar,Orucu Bozan ve Bozmayan Muayene ve Tedavi Yöntemleri,,Karar > Orucu Bozan ve Bozmayan Muayene ve Tedavi Yöntemleri,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/3560/orucu-bozan-ve-bozmayan-muayene-ve-tedavi-yontemleri,karar,2005,155,sha256:1ea709d2f8b2d6508f42e4956a5c71d79fd63549a34dbf9a8688915c868b96b4
diyk_karar_3656,karar,Sigortanın Dini Hükmü,,Karar > Sigortanın Dini Hükmü,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/3656/sigortanin-dini-hukmu,karar,2005,64,sha256:8b65967193f2ccd08f1e577b330298806d811d5337262b885942e9f9ee6d0119
diyk_karar_38268,karar,Domuz Derisinin Dibagatla Temizlenmesinin Dini Hükmü,,Karar > Domuz Derisinin Dibagatla Temizlenmesinin Dini Hükmü,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/38268/domuz-derisinin-dibagatla-temizlenmesinin-dini-hukmu,karar,2018,26,sha256:f139f3749a0b81ffd90fd52f97bf66ea2a05cf9e4b4156bccfdf3a52fdf2d7d5
diyk_karar_38272,karar,Vekâlet Yoluyla Kurban Alımı ve Kesimi Organizasyonları,,Karar > Vekâlet Yoluyla Kurban Alımı ve Kesimi Organizasyonları,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/38272/vekalet-yoluyla-kurban-alimi-ve-kesimi-organizasyonlari,karar,2018,31,sha256:a3645387fc693c8626eadf525374e939ddb4570b2b436622e87ed7d4191b9370
diyk_karar_38300,karar,Sağlık Sorunu Olanların Hac Yükümlülüğü,,Karar > Sağlık Sorunu Olanların Hac Yükümlülüğü,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/38300/saglik-sorunu-olanlarin-hac-yukumlulugu,karar,2019,4,sha256:3df466330b6d97858f89bf3a3966598d007074328984ece02c323f070312724b
diyk_karar_38334,karar,Dondurulmuş Sperm veya Embriyonun Kocanın Ölümünden Sonra Kullanılması,,Karar > Dondurulmuş Sperm veya Embriyonun Kocanın Ölümünden Sonra Kullanılması,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/38334/dondurulmus-sperm-veya-embriyonun-kocanin-olumunden-sonra-kullanilmasi,karar,2019,19,sha256:96d817529a220cbda660e3dad26517978f429f00256b82d276de9ef4ebb203ff
diyk_karar_38748,karar,Koronavirüs Salgını Sebebiyle Cuma Namazı ile Vakit Namazlarının Cemaatle Kılınması,,Karar > Koronavirüs Salgını Sebebiyle Cuma Namazı ile Vakit Namazlarının Cemaatle Kılınması,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/38748/koronavirus-salgini-sebebiyle-cuma-namazi-ile-vakit-namazlarinin-cemaatle-kilinmasi,karar,2020,9,sha256:55af924a53e40e03397b70319aa34b12d9b8d15d3b7dd691da80617190e94f07
diyk_karar_38749,karar,Kitle İletişim Araçları Vasıtasıyla Evde Cuma Namazı Kılınması,,Karar > Kitle İletişim Araçları Vasıtasıyla Evde Cuma Namazı Kılınması,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/38749/kitle-iletisim-araclari-vasitasiyla-evde-cuma-namazi-kilinmasi,karar,2020,10,sha256:bb8c8b1024e34a2c5b94e57508a9ed92c3822e9c4fdcd46baafe0cfbf8f68ba6
diyk_karar_38771,karar,Salgın ve Elverişsiz Hava Şartlarında Bir Camide Birden Fazla Cuma Namazı Kılınması,,Karar > Salgın ve Elverişsiz Hava Şartlarında Bir Camide Birden Fazla Cuma Namazı Kılınması,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/38771/salgin-ve-elverissiz-hava-sartlarinda-bir-camide-birden-fazla-cuma-namazi-kilinmasi,karar,2020,30,sha256:1e6b58c8656a1c120c66e43c2fb718b7b2f28ac6ad5aa7798217e2a2916b63c5
diyk_karar_38773,karar,"Piyango, Toto, Loto, İddia vb. Şans Oyunları Oynamanın Dini Hükmü",,"Karar > Piyango, Toto, Loto, İddia vb. Şans Oyunları Oynamanın Dini Hükmü",https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/38773/piyango-toto-loto-iddia-vb-sans-oyunlari-oynamanin-dini-hukmu,karar,2020,33,sha256:5faf370cef263e3a0a9ceab9010bf5497e8ebc5c3ff6f9aeb00d875bf348b1f4
diyk_karar_38804,karar,Meal Okumak Hatim Yerine Geçer mi?,,Karar > Meal Okumak Hatim Yerine Geçer mi?,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/38804/meal-okumak-hatim-yerine-gecer-mi,karar,2021,2,sha256:cc3f4f7633e7156a03999a269b86c8ada95c4b5291b8dded16a61de69ab6d661
diyk_karar_38807,karar,Secde Ayetlerinin Mealini Okuyan Kişinin Tilavet Secdesi Yapması Gerekir mi?,,Karar > Secde Ayetlerinin Mealini Okuyan Kişinin Tilavet Secdesi Yapması Gerekir mi?,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/38807/secde-ayetlerinin-mealini-okuyan-kisinin-tilavet-secdesi-yapmasi-gerekir-mi,karar,2021,3,sha256:2e49bd678ea566dfd551c108728b9abfce7556bd73c57db09f20c32658258b4d
diyk_karar_3882,karar,‎Namaz Vakitlerinin Oluşmadığı Bölgeler ile Yatsı Namazı Vaktinin Geç Oluştuğu Bölgelerde Namaz Vakitlerinin Tespiti,,Karar > ‎Namaz Vakitlerinin Oluşmadığı Bölgeler ile Yatsı Namazı Vaktinin Geç Oluştuğu Bölgelerde Namaz Vakitlerinin Tespiti,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/3882/namaz-vakitlerinin-olusmadigi-bolgeler-ile-yatsi-namazi-vaktinin-gec-olustugu-bolgelerde-namaz-vakitlerinin-tespiti,karar,2007,48,sha256:dbe3a9455c522693b29a36bbd534e7ea7a1bf00588ccc3fc1199ca9115eea556
diyk_karar_38861,karar,Toplum Sağlığını Tehdit Eden Salgın Hastalıklara Karşı Aşı Yaptırmamak Kul ve Kamu Hakkı İhlali Olarak Değerlendirilebilir mi?,,Karar > Toplum Sağlığını Tehdit Eden Salgın Hastalıklara Karşı Aşı Yaptırmamak Kul ve Kamu Hakkı İhlali Olarak Değerlendirilebilir mi?,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/38861/toplum-sagligini-tehdit-eden-salgin-hastaliklara-karsi-asi-yaptirmamak-kul-ve-kamu-hakki-ihlali-olarak-degerlendirilebilir-mi,karar,2021,9,sha256:5ddd6cd724354cbf994a62a4a0358d61e60578add59ba7a5e9dec4ad8f6fd0a5
diyk_karar_39694,karar,Kurbanlık Hayvanın Satış Usûlleri ve Kilogram Birim Fiyatı Üzerinden Kurban Alım-Satımı,,Karar > Kurbanlık Hayvanın Satış Usûlleri ve Kilogram Birim Fiyatı Üzerinden Kurban Alım-Satımı,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/39694/kurbanlik-hayvanin-satis-usulleri-ve-kilogram-birim-fiyati-uzerinden-kurban-alim-satimi,karar,2021,19,sha256:d3a2467da898242c63a66a18a5fbaf9c59e7e13544c0ad465c5fb7e232e13595
diyk_karar_39696,karar,Reenkarnasyon İnancının İslam'da Yeri Var mıdır?,,Karar > Reenkarnasyon İnancının İslam'da Yeri Var mıdır?,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/39696/reenkarnasyon-inancinin-islamda-yeri-var-midir,karar,2021,21,sha256:9c5014f58e55afe15e0ad025d9b763c62f96f13336fafe8a30b0a51ed11d1073
diyk_karar_39707,karar,Satır Arası/Satır Altı Yöntemle Kur'ân-ı Kerîm Meâli Yazımı ve Basımı Caiz mi?,,Karar > Satır Arası/Satır Altı Yöntemle Kur'ân-ı Kerîm Meâli Yazımı ve Basımı Caiz mi?,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/39707/satir-arasisatir-alti-yontemle-kuran-i-kerim-meali-yazimi-ve-basimi-caiz-mi,karar,2021,25,sha256:a7e9be86eea06181954d5901dd938efc04155112248d7b6750c64972c9334f46
diyk_karar_39742,karar,"Fitre, Yemin Kefareti ve Oruç Fidyesinin Askıda Ekmek Uygulaması Yoluyla Verilmesi Caiz Midir?",,"Karar > Fitre, Yemin Kefareti ve Oruç Fidyesinin Askıda Ekmek Uygulaması Yoluyla Verilmesi Caiz Midir?",https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/39742/fitre-yemin-kefareti-ve-oruc-fidyesinin-askida-ekmek-uygulamasi-yoluyla-verilmesi-caiz-midir,karar,2021,30,sha256:ce5b86de224cd781c960875da8a6b53119b242c9c1ae32b27bfd0956d21521f5
diyk_karar_39939,karar,Borç İlişkilerinde Takas (Mahsuplaşma) Caiz Midir?,,Karar > Borç İlişkilerinde Takas (Mahsuplaşma) Caiz Midir?,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/39939/borc-iliskilerinde-takas-mahsuplasma-caiz-midir,karar,2022,23,sha256:e1961e191936a1e87432fe24ce025ecb7713c877eff2e6823290d0364973c83c
diyk_karar_39940,karar,Sosyal Medya Platformlarından Kazanç Elde Etmek Caiz Midir?,,Karar > Sosyal Medya Platformlarından Kazanç Elde Etmek Caiz Midir?,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/39940/sosyal-medya-platformlarindan-kazanc-elde-etmek-caiz-midir,karar,2022,24,sha256:aa0271afadd4fce994d920be84a6db9b214d618268d0c007875a9ff9822700e2
diyk_karar_39946,karar,Zekât Malının Hayır Kuruluşlarınca Nemalandırılması,,Karar > Zekât Malının Hayır Kuruluşlarınca Nemalandırılması,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/39946/zekat-malinin-hayir-kuruluslarinca-nemalandirilmasi,karar,2022,30,sha256:55bee18529436530932234b50fa500ed56eb2a6fb3787aa5d1cf9efeb3a4d7c8
diyk_karar_39968,karar,Paraların ve Ticaret Mallarının Nisabında Ölçü Alınacak Altının Ayarı,,Karar > Paraların ve Ticaret Mallarının Nisabında Ölçü Alınacak Altının Ayarı,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/39968/paralarin-ve-ticaret-mallarinin-nisabinda-olcu-alinacak-altinin-ayari,karar,2022,50,sha256:aac125faf06111b0a1fca275cf7f88047abcf9ccbd2bf90484b66ad01814fcb7
diyk_karar_39970,karar,Gümüşün Zekât Nisabı,,Karar > Gümüşün Zekât Nisabı,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/39970/gumusun-zekat-nisabi,karar,2022,52,sha256:5d197b069f3b96053ae8eb5e5853e3123915f2a3e9e2736ad0d89d81a836fed2
diyk_karar_39980,karar,Ticarette Kâr Haddi Var Mıdır?,,Karar > Ticarette Kâr Haddi Var Mıdır?,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/39980/ticarette-kar-haddi-var-midir,karar,2022,61,sha256:29e2deae9504d1a26b79de8b39057017fc7ddc092bb63170e1634953dc95dc69
diyk_karar_40108,karar,Gazze'de yaşanan zulüm ve katliam hakkında insanî ve İslâmî sorumluluk,,Karar > Gazze'de yaşanan zulüm ve katliam hakkında insanî ve İslâmî sorumluluk,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/40108/gazzede-yasanan-zulum-ve-katliam-hakkinda-insani-ve-islami-sorumluluk,karar,2023,92,sha256:6a45a04ba74bb6be8c723167d0c0fb9a9c52f30c8f43a92b7a9b1d9609bdecb5
diyk_karar_40185,karar,Dijital oyunlar oynamanın dinî hükmü nedir?,,Karar > Dijital oyunlar oynamanın dinî hükmü nedir?,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/40185/dijital-oyunlar-oynamanin-dini-hukmu-nedir,karar,2024,122,sha256:4617bfa8e727d6a09c4af8321240999ce319ec8d297fa1105bf7ff2886a7efcd
diyk_karar_4093,karar,45. Enlemin Ötesinde Namaz Vakitleri,,Karar > 45. Enlemin Ötesinde Namaz Vakitleri,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/4093/45-enlemin-otesinde-namaz-vakitleri,karar,2009,61,sha256:32fb27e1f9e387715c013f3eb9338dadc97c40400f01f47194a06dc37440a29d
diyk_karar_4240,karar,Sandalyede Namaz,,Karar > Sandalyede Namaz,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/4240/sandalyede-namaz,karar,2010,93,sha256:a883289904c86d00221d30f5fffd827f931c0fd5dd9def55cc5022e88cdf9d5a
diyk_karar_4482,karar,"Taşıyıcı Annelik Uygulaması ve Böyle Bir Yolla Doğan Çocuğun Annesi, Nesebi, Mirası, Mahremiyeti ve Velayetinin Dini Hükmü Hakkında",,"Karar > Taşıyıcı Annelik Uygulaması ve Böyle Bir Yolla Doğan Çocuğun Annesi, Nesebi, Mirası, Mahremiyeti ve Velayetinin Dini Hükmü Hakkında",https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/4482/tasiyici-annelik-uygulamasi-ve-boyle-bir-yolla-dogan-cocugun-annesi-nesebi-mirasi-mahremiyeti-ve-velayetinin-dini-hukmu-hakkinda,karar,2014,27,sha256:85f7e95d13c4fec7f567bda23a1e4af54a04e4a2205e5bf960d0872ea17c5313
diyk_karar_4486,karar,Gazlı İçecekler ve Alkol,,Karar > Gazlı İçecekler ve Alkol,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/4486/gazli-icecekler-ve-alkol,karar,2014,30,sha256:becfb4b1a4dbef5d3c2783def325035a49e451d8f4df38ae5938bdd68d6a8c79
diyk_karar_9669,karar,Organ Naklinin Dini Hükmü,,Karar > Organ Naklinin Dini Hükmü,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/9669/organ-naklinin-dini-hukmu,karar,1980,13,sha256:9afe3188cacb6b971fa2f19510fc6ced4eb299d361561732777537defe96e0cb
diyk_mutalaa_38065,mutalaa,İnsanın Saygınlığı ve Dokunulmazlığı,,Mutalaa > İnsanın Saygınlığı ve Dokunulmazlığı,https://kurul.diyanet.gov.tr/Karar-Mutalaa-Cevap/38065/insanin-sayginligi-ve-dokunulmazligi,mutalaa,,,sha256:6b17a3d8f79be4cfe60a98b59e3fac76c4d2d6ab5027cd001965d1967d9b8416
