id,type,title,question,category_path,source_url,decision_kind,decision_year,decision_no,content_hash
diyk_qa_0193c42d-4b3a-758d-8446-c1d5b7ffc981_4cb9778966,qa,Âdetli veya lohusa bir kadın Kur'ân-ı Kerîm'e dokunabilir mi?,Âdetli veya lohusa bir kadın Kur'ân-ı Kerîm'e dokunabilir mi?,KADINLARA ÖZGÜ HALLER > Âdet Döngüsü/Hayız > Âdetli veya lohusa bir kadın Kur'ân-ı Kerîm'e dokunabilir mi?,https://kurul.diyanet.gov.tr/soru/adetli-veya-lohusa-bir-kadin-kuran-i-kerime-dokunabilir-mi/0193c42d-4b3a-758d-8446-c1d5b7ffc981,,,,sha256:4965561c18143d2f3a3af2ff7ebeb7e86c57178394d7515edabbaaa4e3a19c70
diyk_qa_0193c42d-4b51-7d2f-3863-03dc1bbca11a_a862913a2d,qa,Âdetli veya lohusa bir kadın Kur'ân-ı Kerîm okuyabilir mi?,Âdetli veya lohusa bir kadın Kur'ân-ı Kerîm okuyabilir mi?,KADINLARA ÖZGÜ HALLER > Âdet Döngüsü/Hayız > Âdetli veya lohusa bir kadın Kur'ân-ı Kerîm okuyabilir mi?,https://kurul.diyanet.gov.tr/soru/adetli-veya-lohusa-bir-kadin-kuran-i-kerim-okuyabilir-mi/0193c42d-4b51-7d2f-3863-03dc1bbca11a,,,,sha256:df791655165c9eaa01cfca546e046b7ba6c2fe989e9b06a00b96486004f45acd
diyk_qa_0193c42d-4b65-7104-7c70-aab184c2cc82_bd56752317,qa,Adetli veya lohusa kadın camiye girebilir mi?,Adetli veya lohusa kadın camiye girebilir mi?,KADINLARA ÖZGÜ HALLER > Âdet Döngüsü/Hayız > Adetli veya lohusa kadın camiye girebilir mi?,https://kurul.diyanet.gov.tr/soru/adetli-veya-lohusa-kadin-camiye-girebilir-mi/0193c42d-4b65-7104-7c70-aab184c2cc82,,,,sha256:e8ac975da2bbc801615dbf0b07d4786e9146e14109b7c34bcaa013cf169a824b
diyk_qa_0193c42d-4b7d-7118-db3e-bd9aa533d67d_7c257edec8,qa,Kadınlar âdetli veya lohusa iken dua edebilirler mi?,Kadınlar âdetli veya lohusa iken dua edebilirler mi?,KADINLARA ÖZGÜ HALLER > Âdet Döngüsü/Hayız > Kadınlar âdetli veya lohusa iken dua edebilirler mi?,https://kurul.diyanet.gov.tr/soru/kadinlar-adetli-veya-lohusa-iken-dua-edebilirler-mi/0193c42d-4b7d-7118-db3e-bd9aa533d67d,,,,sha256:5867cdb5a9782afbfb8131cf5b8052910ad4ea1d92250999fb93fb94cbbaf112
diyk_qa_0193c42d-4b98-7e13-0dad-bd2994ded5db_90afdac570,qa,"Âdetli kadınların, cenazenin yanında bulunmaları ve kabir ziyareti yapmaları caiz midir?","Âdetli kadınların, cenazenin yanında bulunmaları ve kabir ziyareti yapmaları caiz midir?","KADINLARA ÖZGÜ HALLER > Âdet Döngüsü/Hayız > Âdetli kadınların, cenazenin yanında bulunmaları ve kabir ziyareti yapmaları caiz midir?",https://kurul.diyanet.gov.tr/soru/adetli-kadinlarin-cenazenin-yaninda-bulunmalari-ve-kabir-ziyareti-yapmalari-caiz-midir/0193c42d-4b98-7e13-0dad-bd2994ded5db,,,,sha256:e87c9a2854711c700a1fdb54f4fc016dfc2b8dce7a92a6a1cb556ca11fa8314a
diyk_qa_0193c42d-4ba9-7e84-ebf0-5084841c2b3e_566e6065ae,qa,Âdet kanaması on günden fazla süren bir kadın ibadetlerini yerine getirmede nasıl hareket etmelidir?,Âdet kanaması on günden fazla süren bir kadın ibadetlerini yerine getirmede nasıl hareket etmelidir?,KADINLARA ÖZGÜ HALLER > Âdet Döngüsü/Hayız > Âdet kanaması on günden fazla süren bir kadın ibadetlerini yerine getirmede nasıl hareket etmelidir?,https://kurul.diyanet.gov.tr/soru/adet-kanamasi-on-gunden-fazla-suren-bir-kadin-ibadetlerini-yerine-getirmede-nasil-hareket-etmelidir/0193c42d-4ba9-7e84-ebf0-5084841c2b3e,,,,sha256:90f0428e929bb900d683e27af4bf9b6841fee0b8adfad8551450fecfc049cc1c
diyk_qa_0193c42d-4bc3-7336-8bf6-117b4978b02d_008c9363d5,qa,Düzenli olarak üç günden az ya da on günden fazla kanaması olan bir kadının âdeti nasıl belirlenir?,Düzenli olarak üç günden az ya da on günden fazla kanaması olan bir kadının âdeti nasıl belirlenir?,KADINLARA ÖZGÜ HALLER > Âdet Döngüsü/Hayız > Düzenli olarak üç günden az ya da on günden fazla kanaması olan bir kadının âdeti nasıl belirlenir?,https://kurul.diyanet.gov.tr/soru/duzenli-olarak-uc-gunden-az-ya-da-on-gunden-fazla-kanamasi-olan-bir-kadinin-adeti-nasil-belirlenir/0193c42d-4bc3-7336-8bf6-117b4978b02d,,,,sha256:6d52f49e39ae3ad5a27258e5049ed0a4ff7571b444e2240d7204270fa04a3ea5
diyk_qa_0193c42d-4bd5-71f1-19b8-444cd2bfd8b4_7237ad2ba7,qa,Âdet geciktirici ilaç kullanıp kesik kesik leke gören bir kadın âdetli sayılır mı?,Âdet geciktirici ilaç kullanıp kesik kesik leke gören bir kadın âdetli sayılır mı?,KADINLARA ÖZGÜ HALLER > Akıntı/Lekeler > Âdet geciktirici ilaç kullanıp kesik kesik leke gören bir kadın âdetli sayılır mı?,https://kurul.diyanet.gov.tr/soru/adet-geciktirici-ilac-kullanip-kesik-kesik-leke-goren-bir-kadin-adetli-sayilir-mi/0193c42d-4bd5-71f1-19b8-444cd2bfd8b4,,,,sha256:61a7472708a62d318d3df8d8b8ea808515b4275ab4cbca13d62e53cff03c416b
diyk_qa_0193c42d-4bec-7a44-8391-95027f9061de_ca14e474d5,qa,Âdet döneminden önce başlayan lekelenmenin hükmü nedir?,Âdet döneminden önce başlayan lekelenmenin hükmü nedir?,KADINLARA ÖZGÜ HALLER > Akıntı/Lekeler > Âdet döneminden önce başlayan lekelenmenin hükmü nedir?,https://kurul.diyanet.gov.tr/soru/adet-doneminden-once-baslayan-lekelenmenin-hukmu-nedir/0193c42d-4bec-7a44-8391-95027f9061de,,,,sha256:5ea08da3a73ad079773191354186571541562a62d5ddf51e34286a4ddffdcbb5
diyk_qa_0193c42d-4bfd-7868-0c82-970eb215cd88_3c46bf5ded,qa,Cünüp iken âdet olan bir kadının ayrıca gusletmesi gerekir mi?,Cünüp iken âdet olan bir kadının ayrıca gusletmesi gerekir mi?,KADINLARA ÖZGÜ HALLER > Âdet Döngüsü/Hayız > Cünüp iken âdet olan bir kadının ayrıca gusletmesi gerekir mi?,https://kurul.diyanet.gov.tr/soru/cunup-iken-adet-olan-bir-kadinin-ayrica-gusletmesi-gerekir-mi/0193c42d-4bfd-7868-0c82-970eb215cd88,,,,sha256:92c826bae867a5d2299c0aa79d1b922c534096ca5ab8df131de26316c9f95e47
diyk_qa_0193c42d-4c43-7518-7c50-022c48f28943_ebea095bac,qa,Lohusalık süresi ne kadardır? Bu sürede yapılamayan ibadetlerin durumu nedir?,Lohusalık süresi ne kadardır? Bu sürede yapılamayan ibadetlerin durumu nedir?,KADINLARA ÖZGÜ HALLER > Lohusalık/Nifas > Lohusalık süresi ne kadardır? Bu sürede yapılamayan ibadetlerin durumu nedir?,https://kurul.diyanet.gov.tr/soru/lohusalik-suresi-ne-kadardir-bu-surede-yapilamayan-ibadetlerin-durumu-nedir/0193c42d-4c43-7518-7c50-022c48f28943,,,,sha256:07be841f0ebbad042e5b1e65b801dbd0acbf9fe9ce860a975990503ae3813ba6
diyk_qa_0193c42d-4c55-7fcb-9be1-26933790d701_4821810f2e,qa,Hamile bir kadından gelen kanın hükmü nedir? Bu esnada ibadet yapılabilir mi?,Hamile bir kadından gelen kanın hükmü nedir? Bu esnada ibadet yapılabilir mi?,KADINLARA ÖZGÜ HALLER > Gebelik/Hamilelik > Hamile bir kadından gelen kanın hükmü nedir? Bu esnada ibadet yapılabilir mi?,https://kurul.diyanet.gov.tr/soru/hamile-bir-kadindan-gelen-kanin-hukmu-nedir-bu-esnada-ibadet-yapilabilir-mi/0193c42d-4c55-7fcb-9be1-26933790d701,,,,sha256:e2e04697ff13875fb9175f2c57ebd71e7efefcc43c7822fdfc2ed5e658cfa91c
diyk_qa_0193c42d-4c66-7c79-61ba-fe3a6302144b_4cf58ecab5,qa,Düşük yapan bir kadından gelen kanın hükmü nedir?,Düşük yapan bir kadından gelen kanın hükmü nedir?,KADINLARA ÖZGÜ HALLER > Lohusalık/Nifas > Düşük yapan bir kadından gelen kanın hükmü nedir?,https://kurul.diyanet.gov.tr/soru/dusuk-yapan-bir-kadindan-gelen-kanin-hukmu-nedir/0193c42d-4c66-7c79-61ba-fe3a6302144b,,,,sha256:82db977ccf98449abda40c32017739cc1ac45042ce44d01c536b29f56cefad31
diyk_qa_0193c42d-4c7b-7a99-42aa-4516cdb137cc_85adf6a0ae,qa,Dış gebelik sürecinde görülen kanın hükmü nedir?,Dış gebelik sürecinde görülen kanın hükmü nedir?,KADINLARA ÖZGÜ HALLER > İstihâze > Dış gebelik sürecinde görülen kanın hükmü nedir?,https://kurul.diyanet.gov.tr/soru/dis-gebelik-surecinde-gorulen-kanin-hukmu-nedir/0193c42d-4c7b-7a99-42aa-4516cdb137cc,,,,sha256:9eedbe21d09a0ad066ceef7a41a581d811346385bdd1d99cbad3c2aeb31f7d94
diyk_qa_0193c42d-4c8e-767f-a95f-e7385413fc34_555e2e019c,qa,Dış gebeliğin sonlandırılmasının ardından görülen kanın hükmü nedir?,Dış gebeliğin sonlandırılmasının ardından görülen kanın hükmü nedir?,KADINLARA ÖZGÜ HALLER > Lohusalık/Nifas > Dış gebeliğin sonlandırılmasının ardından görülen kanın hükmü nedir?,https://kurul.diyanet.gov.tr/soru/dis-gebeligin-sonlandirilmasinin-ardindan-gorulen-kanin-hukmu-nedir/0193c42d-4c8e-767f-a95f-e7385413fc34,,,,sha256:238263e723599246ff991ed4a5d2830d01cf8422db2c9ebcf4991f668c8bc442
diyk_qa_0193c42d-4cbc-7952-7b2b-ad4918090334_92fd7fbaab,qa,"Âdet döneminde, lohusalıkta yahut cünüpken genel vücut temizliği yapmakta bir sakınca var mıdır?","Âdet döneminde, lohusalıkta yahut cünüpken genel vücut temizliği yapmakta bir sakınca var mıdır?","KADINLARA ÖZGÜ HALLER > Âdet Döngüsü/Hayız > Âdet döneminde, lohusalıkta yahut cünüpken genel vücut temizliği yapmakta bir sakınca var mıdır?",https://kurul.diyanet.gov.tr/soru/adet-doneminde-lohusalikta-yahut-cunupken-genel-vucut-temizligi-yapmakta-bir-sakinca-var-midir/0193c42d-4cbc-7952-7b2b-ad4918090334,,,,sha256:193797a95d7d2346f922045010a98dcf74de0c473553c800fb627e30f199710c
diyk_qa_0193c42d-4cd2-7ac2-cae5-b0300f68009a_de1ab86d4a,qa,İbadet ne demektir ve kaç kısma ayrılır?,İbadet ne demektir ve kaç kısma ayrılır?,NAMAZ > Namazın Önemi ve Hikmeti > İbadet ne demektir ve kaç kısma ayrılır?,https://kurul.diyanet.gov.tr/soru/ibadet-ne-demektir-ve-kac-kisma-ayrilir/0193c42d-4cd2-7ac2-cae5-b0300f68009a,,,,sha256:9fb1c44f5a9b8df8d11a9fb8c03bc77380c76703bc4e0506515159bbf3117ed0
diyk_qa_0193c42d-4ced-7acf-13b2-c65cf7851a74_ffb993ad51,qa,Namaz ibadeti Hz. Peygamber'den önce de var mıydı?,Namaz ibadeti Hz. Peygamber'den önce de var mıydı?,NAMAZ > Namazın Önemi ve Hikmeti > Namaz ibadeti Hz. Peygamber'den önce de var mıydı?,https://kurul.diyanet.gov.tr/soru/namaz-ibadeti-hz-peygamberden-once-de-var-miydi/0193c42d-4ced-7acf-13b2-c65cf7851a74,,,,sha256:0371f631081521382f71c7204c7d9bc7b4bb9a7624eece32709b2113faa12e94
diyk_qa_0193c42d-4d08-7d76-f3e0-b064efb0196f_32d9bb2aa6,qa,Müslüman'dan namaz ibadeti ne zaman ve hangi hâllerde düşer?,Müslüman'dan namaz ibadeti ne zaman ve hangi hâllerde düşer?,NAMAZ > Namazın Önemi ve Hikmeti > Müslüman'dan namaz ibadeti ne zaman ve hangi hâllerde düşer?,https://kurul.diyanet.gov.tr/soru/muslumandan-namaz-ibadeti-ne-zaman-ve-hangi-hallerde-duser/0193c42d-4d08-7d76-f3e0-b064efb0196f,,,,sha256:674313bec4305927b2ad0af73c640d95dbbd746681dd9a39f1b5648b2ce0a7ef
diyk_qa_0193c42d-4d1e-7d0c-1ea9-5bd27afe681a_f6b47a1b26,qa,Namazların rek'at sayıları ve kılınış şekilleri neye göre belirlenmiştir?,Namazların rek'at sayıları ve kılınış şekilleri neye göre belirlenmiştir?,NAMAZ > Namazın Farzları > Namazların rek'at sayıları ve kılınış şekilleri neye göre belirlenmiştir?,https://kurul.diyanet.gov.tr/soru/namazlarin-rekat-sayilari-ve-kilinis-sekilleri-neye-gore-belirlenmistir/0193c42d-4d1e-7d0c-1ea9-5bd27afe681a,,,,sha256:9cb7ffbf270bc98fd975dee6bb19f3935a9e715a67e3d751727d5ef6559ddc97
diyk_qa_0193c42d-4d33-746c-ac97-5bb5bcd83195_2ec80c2321,qa,Namaz kılmamanın mazereti olabilir mi?,Namaz kılmamanın mazereti olabilir mi?,NAMAZ > Namazın Önemi ve Hikmeti > Namaz kılmamanın mazereti olabilir mi?,https://kurul.diyanet.gov.tr/soru/namaz-kilmamanin-mazereti-olabilir-mi/0193c42d-4d33-746c-ac97-5bb5bcd83195,,,,sha256:b89655b086d9c6808f5b418f851304320e2242bacf4ee3e2da689bd347fd72c8
diyk_qa_0193c42d-4d4a-71dc-1298-7a265eeddb83_e8e033a8e3,qa,Sabah namazı imsak vaktinin girmesiyle kılınabilir mi?,Sabah namazı imsak vaktinin girmesiyle kılınabilir mi?,NAMAZ > Namazın Farzları > Sabah namazı imsak vaktinin girmesiyle kılınabilir mi?,https://kurul.diyanet.gov.tr/soru/sabah-namazi-imsak-vaktinin-girmesiyle-kilinabilir-mi/0193c42d-4d4a-71dc-1298-7a265eeddb83,,,,sha256:e67bc13154a16c4e5ca8002c6d4c8bbc1ad61b3e47f5a3b17c745a621bece645
diyk_qa_0193c42d-4d64-7acf-2961-12b0db4e1723_6d332fb785,qa,"""Asr-ı evvel"" ve ""asr-ı sani"" ne demektir?","""Asr-ı evvel"" ve ""asr-ı sani"" ne demektir?","NAMAZ > Namazın Farzları > ""Asr-ı evvel"" ve ""asr-ı sani"" ne demektir?",https://kurul.diyanet.gov.tr/soru/asr-i-evvel-ve-asr-i-sani-ne-demektir/0193c42d-4d64-7acf-2961-12b0db4e1723,,,,sha256:3e91efdffa9a4be2cf9759204e7842a16733ed33038ac71d5b663004bf098e61
diyk_qa_0193c42d-4d7a-7845-4556-cee1e1d23dd6_0d04e13153,qa,İkindi namazının vakti ne zaman başlar ve ne zaman sona erer?,İkindi namazının vakti ne zaman başlar ve ne zaman sona erer?,NAMAZ > Namazın Farzları > İkindi namazının vakti ne zaman başlar ve ne zaman sona erer?,https://kurul.diyanet.gov.tr/soru/ikindi-namazinin-vakti-ne-zaman-baslar-ve-ne-zaman-sona-erer/0193c42d-4d7a-7845-4556-cee1e1d23dd6,,,,sha256:d41d306929fafb28ec66b708dbaab6ebba563ea5885292f3dfdd9c91e0e4c749
diyk_qa_0193c42d-4d90-75f3-cc3a-3111c6896da2_5471d8146b,qa,Akşam namazı ne zamana kadar kılınır?,Akşam namazı ne zamana kadar kılınır?,NAMAZ > Namazın Farzları > Akşam namazı ne zamana kadar kılınır?,https://kurul.diyanet.gov.tr/soru/aksam-namazi-ne-zamana-kadar-kilinir/0193c42d-4d90-75f3-cc3a-3111c6896da2,,,,sha256:eec98b1cb8371c48fbf975d88a8b41e18f348e1f02c9c70551843ac5710bebb2
diyk_qa_0193c42d-4da2-7455-c923-9bdbc23c351c_868ce5d60b,qa,Yatsı namazı ne zamana kadar kılınabilir?,Yatsı namazı ne zamana kadar kılınabilir?,NAMAZ > Namazın Farzları > Yatsı namazı ne zamana kadar kılınabilir?,https://kurul.diyanet.gov.tr/soru/yatsi-namazi-ne-zamana-kadar-kilinabilir/0193c42d-4da2-7455-c923-9bdbc23c351c,,,,sha256:6b4647a5d5eec2aff1d115bb5e986836bad16dc45a1f3d72bf93c946fe981082
diyk_qa_0193c42d-4db8-779c-eeab-c00a49805d47_4dce3d4699,qa,Kılınmakta olan namaz henüz tamamlanmadan önce vakit çıkarsa bu namaz bozulur mu?,Kılınmakta olan namaz henüz tamamlanmadan önce vakit çıkarsa bu namaz bozulur mu?,NAMAZ > Namazın Farzları > Kılınmakta olan namaz henüz tamamlanmadan önce vakit çıkarsa bu namaz bozulur mu?,https://kurul.diyanet.gov.tr/soru/kilinmakta-olan-namaz-henuz-tamamlanmadan-once-vakit-cikarsa-bu-namaz-bozulur-mu/0193c42d-4db8-779c-eeab-c00a49805d47,,,,sha256:c3af89b951ee77c5b83b2fc912fde8f03816163424780dba7da23f3b70ff4f18
diyk_qa_0193c42d-4dce-77f7-0d1e-f544335f96cb_fbe6fe7a90,qa,Kerâhat vakitlerinde namaz kılmanın yasak olmasının sebebi ve hikmeti nedir?,Kerâhat vakitlerinde namaz kılmanın yasak olmasının sebebi ve hikmeti nedir?,NAMAZ > Namazın Farzları > Kerâhat vakitlerinde namaz kılmanın yasak olmasının sebebi ve hikmeti nedir?,https://kurul.diyanet.gov.tr/soru/kerahat-vakitlerinde-namaz-kilmanin-yasak-olmasinin-sebebi-ve-hikmeti-nedir/0193c42d-4dce-77f7-0d1e-f544335f96cb,,,,sha256:cbf2fafac12e05c0a30c5b8bcf5f8f763bfb967b2c6b3365c24f86aa348f8bed
diyk_qa_0193c42d-4de1-7bf8-1891-709a565bbd8d_ae3c712bb9,qa,Vakitlerin oluşmadığı yerlerde namazlar nasıl kılınır?,Vakitlerin oluşmadığı yerlerde namazlar nasıl kılınır?,NAMAZ > Namazın Farzları > Vakitlerin oluşmadığı yerlerde namazlar nasıl kılınır?,https://kurul.diyanet.gov.tr/soru/vakitlerin-olusmadigi-yerlerde-namazlar-nasil-kilinir/0193c42d-4de1-7bf8-1891-709a565bbd8d,,,,sha256:cf6d4e022253c642044d1da24257b461aad4202ab70da5971421bab80dab0c69
diyk_qa_0193c42d-4df6-7e81-a5ab-dc99c59adece_d4f740242c,qa,Namazlar cem edilmek (birleştirilmek) suretiyle kılınabilir mi?,Namazlar cem edilmek (birleştirilmek) suretiyle kılınabilir mi?,NAMAZ > Namazın Farzları > Namazlar cem edilmek (birleştirilmek) suretiyle kılınabilir mi?,https://kurul.diyanet.gov.tr/soru/namazlar-cem-edilmek-birlestirilmek-suretiyle-kilinabilir-mi/0193c42d-4df6-7e81-a5ab-dc99c59adece,,,,sha256:82c4a1a0c7a1a7653d5c93500829496c5fb182a06ff7f5bcdd6bd5e1c3a2a9a1
diyk_qa_0193c42d-4e0a-79ab-7b39-9eed54b2c658_dc68fab5b7,qa,Namazda niyet sadece kalben yapılsa yeterli olur mu? Kılınan namaza farz ya da sünnet diye niyet etmek gerekir mi?,Namazda niyet sadece kalben yapılsa yeterli olur mu? Kılınan namaza farz ya da sünnet diye niyet etmek gerekir mi?,NAMAZ > Namazın Farzları > Namazda niyet sadece kalben yapılsa yeterli olur mu? Kılınan namaza farz ya da sünnet diye niyet etmek gerekir mi?,https://kurul.diyanet.gov.tr/soru/namazda-niyet-sadece-kalben-yapilsa-yeterli-olur-mu-kilinan-namaza-farz-ya-da-sunnet-diye-niyet-etmek-gerekir-mi/0193c42d-4e0a-79ab-7b39-9eed54b2c658,,,,sha256:0ebc575cbf8e241ac07deaa751ccc804bf763d5728624d13da6b18d2993d7768
diyk_qa_0193c42d-4e20-799d-56d3-3115f9ad7f6e_b3cba9b501,qa,Kıbleye doğru yönelmeden kılınan namaz geçerli olur mu?,Kıbleye doğru yönelmeden kılınan namaz geçerli olur mu?,NAMAZ > Namazın Farzları > Kıbleye doğru yönelmeden kılınan namaz geçerli olur mu?,https://kurul.diyanet.gov.tr/soru/kibleye-dogru-yonelmeden-kilinan-namaz-gecerli-olur-mu/0193c42d-4e20-799d-56d3-3115f9ad7f6e,,,,sha256:f252c27ddfa4c7f8fdfce56808f5388787eaa2a76902d9c6141b0121b96b9abb
diyk_qa_0193c42d-4e32-7cf0-06f4-50bd35154727_fff450fbd0,qa,Kıblesinde hata tespit edilen camilerle ilgili ne yapmak gerekir?,Kıblesinde hata tespit edilen camilerle ilgili ne yapmak gerekir?,NAMAZ > Namazın Farzları > Kıblesinde hata tespit edilen camilerle ilgili ne yapmak gerekir?,https://kurul.diyanet.gov.tr/soru/kiblesinde-hata-tespit-edilen-camilerle-ilgili-ne-yapmak-gerekir/0193c42d-4e32-7cf0-06f4-50bd35154727,,,,sha256:bc67ad042305c111b87a7f838464364c1629f24c256ce1cbe8b6250a1751c55a
diyk_qa_0193c42d-4e48-756d-b47c-a2272b8ba924_7c9d1126c9,qa,Kadınlar başları açık olarak namaz kılabilirler mi?,Kadınlar başları açık olarak namaz kılabilirler mi?,NAMAZ > Namazın Farzları > Kadınlar başları açık olarak namaz kılabilirler mi?,https://kurul.diyanet.gov.tr/soru/kadinlar-baslari-acik-olarak-namaz-kilabilirler-mi/0193c42d-4e48-756d-b47c-a2272b8ba924,,,,sha256:c74f93815a2a7eae6195c57df40c80daea98190357769ba9591a0d4e4dbe342f
diyk_qa_0193c42d-4e5d-7130-f06c-21a5da20459e_3c2c4a509c,qa,Kıraatin bazı namazlarda açık bazılarında gizli olmasının sebebi nedir?,Kıraatin bazı namazlarda açık bazılarında gizli olmasının sebebi nedir?,NAMAZ > Namazın Farzları > Kıraatin bazı namazlarda açık bazılarında gizli olmasının sebebi nedir?,https://kurul.diyanet.gov.tr/soru/kiraatin-bazi-namazlarda-acik-bazilarinda-gizli-olmasinin-sebebi-nedir/0193c42d-4e5d-7130-f06c-21a5da20459e,,,,sha256:98daeefcb1c3db6acc8cbd8ec826172971e365bf42192f49361a2674fa87f298
diyk_qa_0193c42d-4e70-7706-7b57-7155edbbb51d_0780cc7ce8,qa,Namazda sûrelerin Türkçe tercümesi okunabilir mi?,Namazda sûrelerin Türkçe tercümesi okunabilir mi?,NAMAZ > Namazın Farzları > Namazda sûrelerin Türkçe tercümesi okunabilir mi?,https://kurul.diyanet.gov.tr/soru/namazda-surelerin-turkce-tercumesi-okunabilir-mi/0193c42d-4e70-7706-7b57-7155edbbb51d,,,,sha256:cd9c97281cb12bc156cc11e2a50e90ec21a892d9612554f61230a2ab2237cfa7
diyk_qa_0193c42d-4e84-7aed-cf49-630f16ee2d50_336cfcb47a,qa,"Namazda kıraati, Mushaf'a bakarak yapmak caiz midir?","Namazda kıraati, Mushaf'a bakarak yapmak caiz midir?","NAMAZ > Namazın Farzları > Namazda kıraati, Mushaf'a bakarak yapmak caiz midir?",https://kurul.diyanet.gov.tr/soru/namazda-kiraati-mushafa-bakarak-yapmak-caiz-midir/0193c42d-4e84-7aed-cf49-630f16ee2d50,,,,sha256:f66cea263bb474734973d51392fcb7ac1f36a81b138607deeec9b046a49313f3
diyk_qa_0193c42d-4e9a-7b84-8fe1-c2bb632f6d17_8708e1db48,qa,"Namazda okunması farz olan kıraati, dudakları kıpırdatmadan, sadece zihinden geçirmekle namaz sahih olur mu?","Namazda okunması farz olan kıraati, dudakları kıpırdatmadan, sadece zihinden geçirmekle namaz sahih olur mu?","NAMAZ > Namazın Farzları > Namazda okunması farz olan kıraati, dudakları kıpırdatmadan, sadece zihinden geçirmekle namaz sahih olur mu?",https://kurul.diyanet.gov.tr/soru/namazda-okunmasi-farz-olan-kiraati-dudaklari-kipirdatmadan-sadece-zihinden-gecirmekle-namaz-sahih-olur-mu/0193c42d-4e9a-7b84-8fe1-c2bb632f6d17,,,,sha256:bbc0a8d02c73037cc320d32fdbb02374c131b4748c79b986d95f2460a9d4d7bb
diyk_qa_0193c42d-4eaf-7776-47ce-d605a5cd2724_9f9d7bd31a,qa,İşitme engelliler namaz kılarken kıraat ve tesbihatı nasıl yaparlar?,İşitme engelliler namaz kılarken kıraat ve tesbihatı nasıl yaparlar?,NAMAZ > Namazın Farzları > İşitme engelliler namaz kılarken kıraat ve tesbihatı nasıl yaparlar?,https://kurul.diyanet.gov.tr/soru/isitme-engelliler-namaz-kilarken-kiraat-ve-tesbihati-nasil-yaparlar/0193c42d-4eaf-7776-47ce-d605a5cd2724,,,,sha256:a6d273aa26388c1789764e73b6ad1172777bc414df0fc63caeef023433baa917
diyk_qa_0193c42d-4ec3-7453-b0d2-4a6842b47170_ed93ce4ca4,qa,"Namazda sadece Fâtiha okumakla, farz olan kıraat yerine gelir mi?","Namazda sadece Fâtiha okumakla, farz olan kıraat yerine gelir mi?","NAMAZ > Namazın Farzları > Namazda sadece Fâtiha okumakla, farz olan kıraat yerine gelir mi?",https://kurul.diyanet.gov.tr/soru/namazda-sadece-fatiha-okumakla-farz-olan-kiraat-yerine-gelir-mi/0193c42d-4ec3-7453-b0d2-4a6842b47170,,,,sha256:90db6be78d19c76ac7b13ab4f8215e53026fa8d5c6595e809860d2c3845035b8
diyk_qa_0193c42d-4ed9-7a2a-78a0-a569a0ff598a_555e151ad7,qa,Namazda ta'dîl-i erkânın hükmü nedir?,Namazda ta'dîl-i erkânın hükmü nedir?,NAMAZ > Namazın Vacipleri > Namazda ta'dîl-i erkânın hükmü nedir?,https://kurul.diyanet.gov.tr/soru/namazda-tadil-i-erkanin-hukmu-nedir/0193c42d-4ed9-7a2a-78a0-a569a0ff598a,,,,sha256:0a197328255b9cc062b581b9c473d1924ed0351a05c72b0096b6870290f61cfa
diyk_qa_0193c42d-4f02-775f-5c55-e2bafec5bd3a_4dfffc67f9,qa,Şâfiî mezhebinden olan birinin sabah namazında kunût duası okumasının hükmü nedir? Hanefî imama uyarak sabah namazı kıldığında bu duayı okumazsa namazı geçerli midir?,Şâfiî mezhebinden olan birinin sabah namazında kunût duası okumasının hükmü nedir? Hanefî imama uyarak sabah namazı kıldığında bu duayı okumazsa namazı geçerli midir?,NAMAZ > Namazın Vacipleri > Şâfiî mezhebinden olan birinin sabah namazında kunût duası okumasının hükmü nedir? Hanefî imama uyarak sabah namazı kıldığında bu duayı okumazsa namazı geçerli midir?,https://kurul.diyanet.gov.tr/soru/safii-mezhebinden-olan-birinin-sabah-namazinda-kunut-duasi-okumasinin-hukmu-nedir-hanefi-imama-uyarak-sabah-namazi-kildiginda-bu-duayi-okumazsa-namazi-gecerli-midir/0193c42d-4f02-775f-5c55-e2bafec5bd3a,,,,sha256:267380d04b620c3efb3321cfe4ad097e4afc9621ff8e0095290d764a99210cdd
diyk_qa_0193c42d-4f17-74b8-88c3-5766ff091e1e_5bd609424d,qa,Secdede burnun yere değmesinin hükmü nedir? Burun yere değmeden kılınan namaz geçerli midir?,Secdede burnun yere değmesinin hükmü nedir? Burun yere değmeden kılınan namaz geçerli midir?,NAMAZ > Namazın Vacipleri > Secdede burnun yere değmesinin hükmü nedir? Burun yere değmeden kılınan namaz geçerli midir?,https://kurul.diyanet.gov.tr/soru/secdede-burnun-yere-degmesinin-hukmu-nedir-burun-yere-degmeden-kilinan-namaz-gecerli-midir/0193c42d-4f17-74b8-88c3-5766ff091e1e,,,,sha256:d670fe290e1db2caada9ba700229c7f4b5fb4879afb1209642f430f9398e2ade
